Province Name,Province,Day,Confirmed,Cumulative confirmed,Cumulative deaths
ILLIZI,33,2020-03-07,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-07,0,0,0
BOUMERDES,35,2020-03-07,0,0,0
EL-TARF,36,2020-03-07,0,0,0
TINDOUF,37,2020-03-07,0,0,0
TISSEMSILT,38,2020-03-07,0,0,0
EL OUED,39,2020-03-07,0,0,0
KHENCHELA,40,2020-03-07,0,0,0
SOUK-AHRAS,41,2020-03-07,0,0,0
TIPAZA,42,2020-03-07,0,0,0
MILA,43,2020-03-07,0,0,0
AIN DEFLA,44,2020-03-07,0,0,0
NAAMA,45,2020-03-07,0,0,0
AIN-TEMOUCHENT,46,2020-03-07,0,0,0
GHARDAIA,47,2020-03-07,0,0,0
RELIZANE,48,2020-03-07,0,0,0
ADRAR,1,2020-03-08,0,0,0
CHLEF,2,2020-03-08,0,0,0
LAGHOUAT,3,2020-03-08,0,0,0
OUM EL BOUAGHI,4,2020-03-08,0,0,0
BATNA,5,2020-03-08,0,0,0
BEJAIA,6,2020-03-08,0,0,0
BISKRA,7,2020-03-08,0,0,0
BECHAR,8,2020-03-08,0,0,0
BLIDA,9,2020-03-08,1,17,0
BOUIRA,10,2020-03-08,0,0,0
TAMENGHASSET,11,2020-03-08,0,0,0
TEBESSA,12,2020-03-08,0,0,0
TLEMCEN,13,2020-03-08,0,0,0
TIARET,14,2020-03-08,0,0,0
TIZI OUZOU,15,2020-03-08,0,0,0
ALGER,16,2020-03-08,0,0,0
DJELFA,17,2020-03-08,0,0,0
JIJEL,18,2020-03-08,0,0,0
SETIF,19,2020-03-08,0,0,0
SAIDA,20,2020-03-08,0,0,0
SKIKDA,21,2020-03-08,0,0,0
SIDI BEL ABBES,22,2020-03-08,0,0,0
ANNABA,23,2020-03-08,0,0,0
GUELMA,24,2020-03-08,0,0,0
CONSTANTINE,25,2020-03-08,0,0,0
MEDEA,26,2020-03-08,0,0,0
MOSTAGANEM,27,2020-03-08,0,0,0
M'SILA,28,2020-03-08,0,0,0
MASCARA,29,2020-03-08,0,2,0
OUARGLA,30,2020-03-08,0,1,0
ORAN,31,2020-03-08,0,0,0
EL BAYADH,32,2020-03-08,0,0,0
ILLIZI,33,2020-03-08,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-08,0,0,0
BOUMERDES,35,2020-03-08,0,0,0
EL-TARF,36,2020-03-08,0,0,0
TINDOUF,37,2020-03-08,0,0,0
TISSEMSILT,38,2020-03-08,0,0,0
EL OUED,39,2020-03-08,0,0,0
KHENCHELA,40,2020-03-08,0,0,0
SOUK-AHRAS,41,2020-03-08,0,0,0
TIPAZA,42,2020-03-08,0,0,0
MILA,43,2020-03-08,0,0,0
AIN DEFLA,44,2020-03-08,0,0,0
NAAMA,45,2020-03-08,0,0,0
AIN-TEMOUCHENT,46,2020-03-08,0,0,0
GHARDAIA,47,2020-03-08,0,0,0
RELIZANE,48,2020-03-08,0,0,0
ADRAR,1,2020-03-09,0,0,0
CHLEF,2,2020-03-09,0,0,0
LAGHOUAT,3,2020-03-09,0,0,0
OUM EL BOUAGHI,4,2020-03-09,0,0,0
BATNA,5,2020-03-09,0,0,0
BEJAIA,6,2020-03-09,0,0,0
BISKRA,7,2020-03-09,0,0,0
BECHAR,8,2020-03-09,0,0,0
BLIDA,9,2020-03-09,0,17,0
BOUIRA,10,2020-03-09,0,0,0
TAMENGHASSET,11,2020-03-09,0,0,0
TEBESSA,12,2020-03-09,0,0,0
TLEMCEN,13,2020-03-09,0,0,0
TIARET,14,2020-03-09,0,0,0
TIZI OUZOU,15,2020-03-09,0,0,0
ALGER,16,2020-03-09,0,0,0
DJELFA,17,2020-03-09,0,0,0
JIJEL,18,2020-03-09,0,0,0
SETIF,19,2020-03-09,0,0,0
SAIDA,20,2020-03-09,0,0,0
SKIKDA,21,2020-03-09,0,0,0
SIDI BEL ABBES,22,2020-03-09,0,0,0
ANNABA,23,2020-03-09,0,0,0
GUELMA,24,2020-03-09,0,0,0
CONSTANTINE,25,2020-03-09,0,0,0
MEDEA,26,2020-03-09,0,0,0
MOSTAGANEM,27,2020-03-09,0,0,0
M'SILA,28,2020-03-09,0,0,0
MASCARA,29,2020-03-09,0,2,0
OUARGLA,30,2020-03-09,0,1,0
ORAN,31,2020-03-09,0,0,0
EL BAYADH,32,2020-03-09,0,0,0
ILLIZI,33,2020-03-09,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-09,0,0,0
BOUMERDES,35,2020-03-09,0,0,0
EL-TARF,36,2020-03-09,0,0,0
TINDOUF,37,2020-03-09,0,0,0
TISSEMSILT,38,2020-03-09,0,0,0
EL OUED,39,2020-03-09,0,0,0
KHENCHELA,40,2020-03-09,0,0,0
SOUK-AHRAS,41,2020-03-09,0,0,0
TIPAZA,42,2020-03-09,0,0,0
MILA,43,2020-03-09,0,0,0
AIN DEFLA,44,2020-03-09,0,0,0
NAAMA,45,2020-03-09,0,0,0
AIN-TEMOUCHENT,46,2020-03-09,0,0,0
GHARDAIA,47,2020-03-09,0,0,0
RELIZANE,48,2020-03-09,0,0,0
ADRAR,1,2020-03-10,0,0,0
CHLEF,2,2020-03-10,0,0,0
LAGHOUAT,3,2020-03-10,0,0,0
OUM EL BOUAGHI,4,2020-03-10,0,0,0
BATNA,5,2020-03-10,0,0,0
BEJAIA,6,2020-03-10,0,0,0
BISKRA,7,2020-03-10,0,0,0
BECHAR,8,2020-03-10,0,0,0
BLIDA,9,2020-03-10,0,17,0
BOUIRA,10,2020-03-10,0,0,0
TAMENGHASSET,11,2020-03-10,0,0,0
TEBESSA,12,2020-03-10,0,0,0
TLEMCEN,13,2020-03-10,0,0,0
TIARET,14,2020-03-10,0,0,0
TIZI OUZOU,15,2020-03-10,0,0,0
ALGER,16,2020-03-10,0,0,0
DJELFA,17,2020-03-10,0,0,0
JIJEL,18,2020-03-10,0,0,0
SETIF,19,2020-03-10,0,0,0
SAIDA,20,2020-03-10,0,0,0
SKIKDA,21,2020-03-10,0,0,0
SIDI BEL ABBES,22,2020-03-10,0,0,0
ANNABA,23,2020-03-10,0,0,0
GUELMA,24,2020-03-10,0,0,0
CONSTANTINE,25,2020-03-10,0,0,0
MEDEA,26,2020-03-10,0,0,0
MOSTAGANEM,27,2020-03-10,0,0,0
M'SILA,28,2020-03-10,0,0,0
MASCARA,29,2020-03-10,0,2,0
OUARGLA,30,2020-03-10,0,1,0
ORAN,31,2020-03-10,0,0,0
EL BAYADH,32,2020-03-10,0,0,0
ILLIZI,33,2020-03-10,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-10,0,0,0
BOUMERDES,35,2020-03-10,0,0,0
EL-TARF,36,2020-03-10,0,0,0
TINDOUF,37,2020-03-10,0,0,0
TISSEMSILT,38,2020-03-10,0,0,0
EL OUED,39,2020-03-10,0,0,0
KHENCHELA,40,2020-03-10,0,0,0
SOUK-AHRAS,41,2020-03-10,0,0,0
TIPAZA,42,2020-03-10,0,0,0
MILA,43,2020-03-10,0,0,0
AIN DEFLA,44,2020-03-10,0,0,0
NAAMA,45,2020-03-10,0,0,0
AIN-TEMOUCHENT,46,2020-03-10,0,0,0
GHARDAIA,47,2020-03-10,0,0,0
RELIZANE,48,2020-03-10,0,0,0
ADRAR,1,2020-03-11,0,0,0
CHLEF,2,2020-03-11,0,0,0
LAGHOUAT,3,2020-03-11,0,0,0
OUM EL BOUAGHI,4,2020-03-11,0,0,0
BATNA,5,2020-03-11,0,0,0
BEJAIA,6,2020-03-11,0,0,0
BISKRA,7,2020-03-11,0,0,0
BECHAR,8,2020-03-11,0,0,0
BLIDA,9,2020-03-11,0,17,0
BOUIRA,10,2020-03-11,0,0,0
TAMENGHASSET,11,2020-03-11,0,0,0
TEBESSA,12,2020-03-11,0,0,0
TLEMCEN,13,2020-03-11,0,0,0
TIARET,14,2020-03-11,0,0,0
TIZI OUZOU,15,2020-03-11,0,0,0
ALGER,16,2020-03-11,0,0,0
DJELFA,17,2020-03-11,0,0,0
JIJEL,18,2020-03-11,0,0,0
SETIF,19,2020-03-11,0,0,0
SAIDA,20,2020-03-11,0,0,0
SKIKDA,21,2020-03-11,0,0,0
SIDI BEL ABBES,22,2020-03-11,0,0,0
ANNABA,23,2020-03-11,0,0,0
GUELMA,24,2020-03-11,0,0,0
CONSTANTINE,25,2020-03-11,0,0,0
MEDEA,26,2020-03-11,0,0,0
MOSTAGANEM,27,2020-03-11,0,0,0
M'SILA,28,2020-03-11,0,0,0
MASCARA,29,2020-03-11,0,2,0
OUARGLA,30,2020-03-11,0,1,0
ORAN,31,2020-03-11,0,0,0
EL BAYADH,32,2020-03-11,0,0,0
ILLIZI,33,2020-03-11,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-11,0,0,0
BOUMERDES,35,2020-03-11,0,0,0
EL-TARF,36,2020-03-11,0,0,0
TINDOUF,37,2020-03-11,0,0,0
TISSEMSILT,38,2020-03-11,0,0,0
EL OUED,39,2020-03-11,0,0,0
KHENCHELA,40,2020-03-11,0,0,0
SOUK-AHRAS,41,2020-03-11,0,0,0
TIPAZA,42,2020-03-11,0,0,0
MILA,43,2020-03-11,0,0,0
AIN DEFLA,44,2020-03-11,0,0,0
NAAMA,45,2020-03-11,0,0,0
AIN-TEMOUCHENT,46,2020-03-11,0,0,0
GHARDAIA,47,2020-03-11,0,0,0
RELIZANE,48,2020-03-11,0,0,0
ADRAR,1,2020-03-12,0,0,0
CHLEF,2,2020-03-12,0,0,0
LAGHOUAT,3,2020-03-12,0,0,0
OUM EL BOUAGHI,4,2020-03-12,0,0,0
BATNA,5,2020-03-12,0,0,0
BEJAIA,6,2020-03-12,0,0,0
BISKRA,7,2020-03-12,0,0,0
BECHAR,8,2020-03-12,0,0,0
BLIDA,9,2020-03-12,2,19,1
BOUIRA,10,2020-03-12,0,0,0
TAMENGHASSET,11,2020-03-12,0,0,0
TEBESSA,12,2020-03-12,0,0,0
TLEMCEN,13,2020-03-12,0,0,0
TIARET,14,2020-03-12,0,0,0
TIZI OUZOU,15,2020-03-12,1,1,0
ALGER,16,2020-03-12,0,0,0
DJELFA,17,2020-03-12,0,0,0
JIJEL,18,2020-03-12,0,0,0
SETIF,19,2020-03-12,0,0,0
SAIDA,20,2020-03-12,0,0,0
SKIKDA,21,2020-03-12,2,2,1
SIDI BEL ABBES,22,2020-03-12,0,0,0
ANNABA,23,2020-03-12,0,0,0
GUELMA,24,2020-03-12,0,0,0
CONSTANTINE,25,2020-03-12,0,0,0
MEDEA,26,2020-03-12,0,0,0
MOSTAGANEM,27,2020-03-12,0,0,0
M'SILA,28,2020-03-12,0,0,0
MASCARA,29,2020-03-12,0,2,0
OUARGLA,30,2020-03-12,0,1,0
ORAN,31,2020-03-12,0,0,0
EL BAYADH,32,2020-03-12,0,0,0
ILLIZI,33,2020-03-12,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-12,0,0,0
BOUMERDES,35,2020-03-12,0,0,0
EL-TARF,36,2020-03-12,0,0,0
TINDOUF,37,2020-03-12,0,0,0
TISSEMSILT,38,2020-03-12,0,0,0
EL OUED,39,2020-03-12,0,0,0
KHENCHELA,40,2020-03-12,0,0,0
SOUK-AHRAS,41,2020-03-12,1,1,0
TIPAZA,42,2020-03-12,0,0,0
MILA,43,2020-03-12,0,0,0
AIN DEFLA,44,2020-03-12,0,0,0
NAAMA,45,2020-03-12,0,0,0
AIN-TEMOUCHENT,46,2020-03-12,0,0,0
GHARDAIA,47,2020-03-12,0,0,0
RELIZANE,48,2020-03-12,0,0,0
ADRAR,1,2020-03-13,0,0,0
CHLEF,2,2020-03-13,0,0,0
LAGHOUAT,3,2020-03-13,0,0,0
OUM EL BOUAGHI,4,2020-03-13,0,0,0
BATNA,5,2020-03-13,0,0,0
BEJAIA,6,2020-03-13,0,0,0
BISKRA,7,2020-03-13,0,0,0
BECHAR,8,2020-03-13,0,0,0
BLIDA,9,2020-03-13,0,19,1
BOUIRA,10,2020-03-13,0,0,0
TAMENGHASSET,11,2020-03-13,0,0,0
TEBESSA,12,2020-03-13,0,0,0
TLEMCEN,13,2020-03-13,0,0,0
TIARET,14,2020-03-13,0,0,0
TIZI OUZOU,15,2020-03-13,0,1,0
ALGER,16,2020-03-13,1,1,0
DJELFA,17,2020-03-13,0,0,0
JIJEL,18,2020-03-13,0,0,0
SETIF,19,2020-03-13,0,0,0
SAIDA,20,2020-03-13,0,0,0
SKIKDA,21,2020-03-13,0,2,1
SIDI BEL ABBES,22,2020-03-13,0,0,0
ANNABA,23,2020-03-13,0,0,0
GUELMA,24,2020-03-13,0,0,0
CONSTANTINE,25,2020-03-13,0,0,0
MEDEA,26,2020-03-13,0,0,0
MOSTAGANEM,27,2020-03-13,0,0,0
M'SILA,28,2020-03-13,0,0,0
MASCARA,29,2020-03-13,0,2,0
OUARGLA,30,2020-03-13,0,1,0
ORAN,31,2020-03-13,0,0,0
EL BAYADH,32,2020-03-13,0,0,0
ILLIZI,33,2020-03-13,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-13,0,0,0
BOUMERDES,35,2020-03-13,0,0,0
EL-TARF,36,2020-03-13,0,0,0
TINDOUF,37,2020-03-13,0,0,0
TISSEMSILT,38,2020-03-13,0,0,0
EL OUED,39,2020-03-13,0,0,0
KHENCHELA,40,2020-03-13,0,0,0
SOUK-AHRAS,41,2020-03-13,0,1,0
TIPAZA,42,2020-03-13,0,0,0
MILA,43,2020-03-13,0,0,0
AIN DEFLA,44,2020-03-13,0,0,0
NAAMA,45,2020-03-13,0,0,0
AIN-TEMOUCHENT,46,2020-03-13,0,0,0
GHARDAIA,47,2020-03-13,0,0,0
RELIZANE,48,2020-03-13,0,0,0
ADRAR,1,2020-03-14,0,0,0
CHLEF,2,2020-03-14,0,0,0
LAGHOUAT,3,2020-03-14,0,0,0
OUM EL BOUAGHI,4,2020-03-14,0,0,0
BATNA,5,2020-03-14,0,0,0
BEJAIA,6,2020-03-14,0,0,0
BISKRA,7,2020-03-14,0,0,0
BECHAR,8,2020-03-14,0,0,0
BLIDA,9,2020-03-14,7,26,2
BOUIRA,10,2020-03-14,0,0,0
TAMENGHASSET,11,2020-03-14,0,0,0
TEBESSA,12,2020-03-14,0,0,0
TLEMCEN,13,2020-03-14,0,0,0
TIARET,14,2020-03-14,0,0,0
TIZI OUZOU,15,2020-03-14,2,3,0
ALGER,16,2020-03-14,1,2,0
DJELFA,17,2020-03-14,0,0,0
JIJEL,18,2020-03-14,0,0,0
SETIF,19,2020-03-14,0,0,0
SAIDA,20,2020-03-14,0,0,0
SKIKDA,21,2020-03-14,0,2,1
SIDI BEL ABBES,22,2020-03-14,0,0,0
ANNABA,23,2020-03-14,0,0,0
GUELMA,24,2020-03-14,0,0,0
CONSTANTINE,25,2020-03-14,0,0,0
MEDEA,26,2020-03-14,0,0,0
MOSTAGANEM,27,2020-03-14,0,0,0
M'SILA,28,2020-03-14,0,0,0
MASCARA,29,2020-03-14,0,2,0
OUARGLA,30,2020-03-14,0,1,0
ORAN,31,2020-03-14,0,0,0
EL BAYADH,32,2020-03-14,0,0,0
ILLIZI,33,2020-03-14,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-14,0,0,0
BOUMERDES,35,2020-03-14,0,0,0
EL-TARF,36,2020-03-14,0,0,0
TINDOUF,37,2020-03-14,0,0,0
TISSEMSILT,38,2020-03-14,0,0,0
EL OUED,39,2020-03-14,0,0,0
KHENCHELA,40,2020-03-14,0,0,0
SOUK-AHRAS,41,2020-03-14,0,1,0
TIPAZA,42,2020-03-14,0,0,0
MILA,43,2020-03-14,0,0,0
AIN DEFLA,44,2020-03-14,0,0,0
NAAMA,45,2020-03-14,0,0,0
AIN-TEMOUCHENT,46,2020-03-14,0,0,0
GHARDAIA,47,2020-03-14,0,0,0
RELIZANE,48,2020-03-14,0,0,0
ADRAR,1,2020-03-15,1,1,0
CHLEF,2,2020-03-15,0,0,0
LAGHOUAT,3,2020-03-15,0,0,0
OUM EL BOUAGHI,4,2020-03-15,0,0,0
BATNA,5,2020-03-15,0,0,0
BEJAIA,6,2020-03-15,0,0,0
BISKRA,7,2020-03-15,0,0,0
BECHAR,8,2020-03-15,0,0,0
BLIDA,9,2020-03-15,14,40,3
BOUIRA,10,2020-03-15,0,0,0
TAMENGHASSET,11,2020-03-15,0,0,0
TEBESSA,12,2020-03-15,0,0,0
TLEMCEN,13,2020-03-15,0,0,0
TIARET,14,2020-03-15,0,0,0
TIZI OUZOU,15,2020-03-15,0,3,0
ALGER,16,2020-03-15,0,2,0
DJELFA,17,2020-03-15,0,0,0
JIJEL,18,2020-03-15,0,0,0
SETIF,19,2020-03-15,0,0,0
SAIDA,20,2020-03-15,0,0,0
SKIKDA,21,2020-03-15,0,2,1
SIDI BEL ABBES,22,2020-03-15,0,0,0
ANNABA,23,2020-03-15,0,0,0
GUELMA,24,2020-03-15,2,2,0
CONSTANTINE,25,2020-03-15,0,0,0
MEDEA,26,2020-03-15,0,0,0
MOSTAGANEM,27,2020-03-15,0,0,0
M'SILA,28,2020-03-15,0,0,0
MASCARA,29,2020-03-15,0,2,0
OUARGLA,30,2020-03-15,0,1,0
ORAN,31,2020-03-15,0,0,0
EL BAYADH,32,2020-03-15,0,0,0
ILLIZI,33,2020-03-15,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-15,0,0,0
BOUMERDES,35,2020-03-15,0,0,0
EL-TARF,36,2020-03-15,0,0,0
TINDOUF,37,2020-03-15,0,0,0
TISSEMSILT,38,2020-03-15,0,0,0
EL OUED,39,2020-03-15,0,0,0
KHENCHELA,40,2020-03-15,0,0,0
SOUK-AHRAS,41,2020-03-15,0,1,0
TIPAZA,42,2020-03-15,0,0,0
MILA,43,2020-03-15,0,0,0
AIN DEFLA,44,2020-03-15,0,0,0
NAAMA,45,2020-03-15,0,0,0
AIN-TEMOUCHENT,46,2020-03-15,0,0,0
GHARDAIA,47,2020-03-15,0,0,0
RELIZANE,48,2020-03-15,0,0,0
ADRAR,1,2020-03-16,0,1,0
CHLEF,2,2020-03-16,0,0,0
LAGHOUAT,3,2020-03-16,0,0,0
OUM EL BOUAGHI,4,2020-03-16,0,0,0
BATNA,5,2020-03-16,0,0,0
BEJAIA,6,2020-03-16,0,0,0
BISKRA,7,2020-03-16,0,0,0
BECHAR,8,2020-03-16,0,0,0
BLIDA,9,2020-03-16,0,40,3
BOUIRA,10,2020-03-16,1,1,0
TAMENGHASSET,11,2020-03-16,0,0,0
TEBESSA,12,2020-03-16,0,0,0
TLEMCEN,13,2020-03-16,0,0,0
TIARET,14,2020-03-16,0,0,0
TIZI OUZOU,15,2020-03-16,1,4,0
ALGER,16,2020-03-16,2,4,0
DJELFA,17,2020-03-16,0,0,0
JIJEL,18,2020-03-16,0,0,0
SETIF,19,2020-03-16,0,0,0
SAIDA,20,2020-03-16,0,0,0
SKIKDA,21,2020-03-16,0,2,1
SIDI BEL ABBES,22,2020-03-16,0,0,0
ANNABA,23,2020-03-16,1,1,0
GUELMA,24,2020-03-16,0,2,0
CONSTANTINE,25,2020-03-16,0,0,0
MEDEA,26,2020-03-16,0,0,0
MOSTAGANEM,27,2020-03-16,0,0,0
M'SILA,28,2020-03-16,0,0,0
MASCARA,29,2020-03-16,0,2,0
OUARGLA,30,2020-03-16,0,1,0
ORAN,31,2020-03-16,0,0,0
EL BAYADH,32,2020-03-16,0,0,0
ILLIZI,33,2020-03-16,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-16,1,1,0
BOUMERDES,35,2020-03-16,0,0,0
EL-TARF,36,2020-03-16,0,0,0
TINDOUF,37,2020-03-16,0,0,0
TISSEMSILT,38,2020-03-16,0,0,0
EL OUED,39,2020-03-16,0,0,0
KHENCHELA,40,2020-03-16,0,0,0
SOUK-AHRAS,41,2020-03-16,0,1,0
TIPAZA,42,2020-03-16,0,0,0
MILA,43,2020-03-16,0,0,0
AIN DEFLA,44,2020-03-16,0,0,0
NAAMA,45,2020-03-16,0,0,0
AIN-TEMOUCHENT,46,2020-03-16,0,0,0
GHARDAIA,47,2020-03-16,0,0,0
RELIZANE,48,2020-03-16,0,0,0
ADRAR,1,2020-03-17,0,1,0
CHLEF,2,2020-03-17,0,0,0
LAGHOUAT,3,2020-03-17,0,0,0
OUM EL BOUAGHI,4,2020-03-17,0,0,0
BATNA,5,2020-03-17,0,0,0
BEJAIA,6,2020-03-17,1,1,0
BISKRA,7,2020-03-17,0,0,0
BECHAR,8,2020-03-17,0,0,0
BLIDA,9,2020-03-17,0,40,4
BOUIRA,10,2020-03-17,0,1,0
TAMENGHASSET,11,2020-03-17,0,0,0
TEBESSA,12,2020-03-17,0,0,0
TLEMCEN,13,2020-03-17,0,0,0
TIARET,14,2020-03-17,0,0,0
TIZI OUZOU,15,2020-03-17,0,4,0
ALGER,16,2020-03-17,0,4,0
DJELFA,17,2020-03-17,0,0,0
JIJEL,18,2020-03-17,0,0,0
SETIF,19,2020-03-17,0,0,0
SAIDA,20,2020-03-17,0,0,0
SKIKDA,21,2020-03-17,0,2,1
SIDI BEL ABBES,22,2020-03-17,0,0,0
ANNABA,23,2020-03-17,0,1,0
GUELMA,24,2020-03-17,0,2,0
CONSTANTINE,25,2020-03-17,0,0,0
MEDEA,26,2020-03-17,0,0,0
MOSTAGANEM,27,2020-03-17,0,0,0
M'SILA,28,2020-03-17,0,0,0
MASCARA,29,2020-03-17,0,2,0
OUARGLA,30,2020-03-17,0,1,0
ORAN,31,2020-03-17,0,0,0
EL BAYADH,32,2020-03-17,0,0,0
ILLIZI,33,2020-03-17,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-17,0,1,0
BOUMERDES,35,2020-03-17,0,0,0
EL-TARF,36,2020-03-17,0,0,0
TINDOUF,37,2020-03-17,0,0,0
TISSEMSILT,38,2020-03-17,0,0,0
EL OUED,39,2020-03-17,0,0,0
KHENCHELA,40,2020-03-17,0,0,0
SOUK-AHRAS,41,2020-03-17,0,1,0
TIPAZA,42,2020-03-17,0,0,0
MILA,43,2020-03-17,0,0,0
AIN DEFLA,44,2020-03-17,0,0,0
NAAMA,45,2020-03-17,0,0,0
AIN-TEMOUCHENT,46,2020-03-17,0,0,0
GHARDAIA,47,2020-03-17,0,0,0
RELIZANE,48,2020-03-17,0,0,0
ADRAR,1,2020-03-18,0,1,0
CHLEF,2,2020-03-18,0,0,0
LAGHOUAT,3,2020-03-18,0,0,0
OUM EL BOUAGHI,4,2020-03-18,0,0,0
BATNA,5,2020-03-18,0,0,0
BEJAIA,6,2020-03-18,0,1,0
BISKRA,7,2020-03-18,0,0,0
BECHAR,8,2020-03-18,0,0,0
BLIDA,9,2020-03-18,2,42,5
BOUIRA,10,2020-03-18,0,1,0
TAMENGHASSET,11,2020-03-18,0,0,0
TEBESSA,12,2020-03-18,0,0,0
TLEMCEN,13,2020-03-18,0,0,0
TIARET,14,2020-03-18,0,0,0
TIZI OUZOU,15,2020-03-18,1,5,0
ALGER,16,2020-03-18,4,8,0
DJELFA,17,2020-03-18,0,0,0
JIJEL,18,2020-03-18,0,0,0
SETIF,19,2020-03-18,0,0,0
SAIDA,20,2020-03-18,0,0,0
SKIKDA,21,2020-03-18,3,5,1
SIDI BEL ABBES,22,2020-03-18,0,0,0
ANNABA,23,2020-03-18,0,1,0
GUELMA,24,2020-03-18,0,2,0
CONSTANTINE,25,2020-03-18,0,0,0
MEDEA,26,2020-03-18,1,1,0
MOSTAGANEM,27,2020-03-18,0,0,0
M'SILA,28,2020-03-18,0,0,0
MASCARA,29,2020-03-18,0,2,0
OUARGLA,30,2020-03-18,0,1,0
ORAN,31,2020-03-18,0,0,0
EL BAYADH,32,2020-03-18,0,0,0
ILLIZI,33,2020-03-18,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-18,0,1,0
BOUMERDES,35,2020-03-18,1,1,0
EL-TARF,36,2020-03-18,0,0,0
TINDOUF,37,2020-03-18,0,0,0
TISSEMSILT,38,2020-03-18,0,0,0
EL OUED,39,2020-03-18,2,2,1
KHENCHELA,40,2020-03-18,0,0,0
SOUK-AHRAS,41,2020-03-18,0,1,0
TIPAZA,42,2020-03-18,0,0,0
MILA,43,2020-03-18,0,0,0
AIN DEFLA,44,2020-03-18,0,0,0
NAAMA,45,2020-03-18,0,0,0
AIN-TEMOUCHENT,46,2020-03-18,0,0,0
GHARDAIA,47,2020-03-18,0,0,0
RELIZANE,48,2020-03-18,0,0,0
ADRAR,1,2020-03-19,0,1,0
CHLEF,2,2020-03-19,0,0,0
LAGHOUAT,3,2020-03-19,0,0,0
OUM EL BOUAGHI,4,2020-03-19,0,0,0
BATNA,5,2020-03-19,0,0,0
BEJAIA,6,2020-03-19,0,1,0
BISKRA,7,2020-03-19,0,0,0
BECHAR,8,2020-03-19,0,0,0
BLIDA,9,2020-03-19,5,47,6
BOUIRA,10,2020-03-19,0,1,0
TAMENGHASSET,11,2020-03-19,0,0,0
TEBESSA,12,2020-03-19,0,0,0
TLEMCEN,13,2020-03-19,0,0,0
TIARET,14,2020-03-19,0,0,0
TIZI OUZOU,15,2020-03-19,1,6,1
ALGER,16,2020-03-19,4,12,0
DJELFA,17,2020-03-19,0,0,0
