Province Name,Province,Day,Confirmed,Cumulative confirmed,Cumulative deaths
CHLEF,2,2020-03-31,6,7,0
LAGHOUAT,3,2020-03-31,0,1,0
OUM EL BOUAGHI,4,2020-03-31,0,2,0
BATNA,5,2020-03-31,1,8,0
BEJAIA,6,2020-03-31,21,26,2
BISKRA,7,2020-03-31,1,2,0
BECHAR,8,2020-03-31,0,0,0
BLIDA,9,2020-03-31,74,294,14
BOUIRA,10,2020-03-31,3,6,0
TAMENGHASSET,11,2020-03-31,0,0,0
TEBESSA,12,2020-03-31,0,0,0
TLEMCEN,13,2020-03-31,5,12,0
TIARET,14,2020-03-31,0,0,0
TIZI OUZOU,15,2020-03-31,14,29,4
ALGER,16,2020-03-31,60,125,4
DJELFA,17,2020-03-31,1,2,0
JIJEL,18,2020-03-31,2,4,0
SETIF,19,2020-03-31,12,19,2
SAIDA,20,2020-03-31,0,0,0
SKIKDA,21,2020-03-31,2,8,0
SIDI BEL ABBES,22,2020-03-31,4,6,0
ANNABA,23,2020-03-31,0,6,0
GUELMA,24,2020-03-31,1,3,0
CONSTANTINE,25,2020-03-31,5,8,3
MEDEA,26,2020-03-31,11,17,2
MOSTAGANEM,27,2020-03-31,5,8,1
M'SILA,28,2020-03-31,1,1,0
MASCARA,29,2020-03-31,4,7,0
OUARGLA,30,2020-03-31,0,1,0
ORAN,31,2020-03-31,28,44,3
EL BAYADH,32,2020-03-31,0,0,0
ILLIZI,33,2020-03-31,1,1,0
BORDJ BOU ARRERIDJ,34,2020-03-31,3,11,2
BOUMERDES,35,2020-03-31,5,9,1
EL-TARF,36,2020-03-31,2,4,0
TINDOUF,37,2020-03-31,0,0,0
TISSEMSILT,38,2020-03-31,1,2,0
EL OUED,39,2020-03-31,2,7,2
KHENCHELA,40,2020-03-31,0,2,1
SOUK-AHRAS,41,2020-03-31,1,3,0
TIPAZA,42,2020-03-31,9,18,2
MILA,43,2020-03-31,0,0,0
AIN DEFLA,44,2020-03-31,11,13,1
NAAMA,45,2020-03-31,0,0,0
AIN-TEMOUCHENT,46,2020-03-31,1,2,0
GHARDAIA,47,2020-03-31,0,1,0
RELIZANE,48,2020-03-31,0,2,0
ADRAR,1,2020-04-01,1,3,0
CHLEF,2,2020-04-01,1,8,0
LAGHOUAT,3,2020-04-01,0,1,0
OUM EL BOUAGHI,4,2020-04-01,2,4,1
BATNA,5,2020-04-01,0,8,0
BEJAIA,6,2020-04-01,3,29,2
BISKRA,7,2020-04-01,0,2,0
BECHAR,8,2020-04-01,0,0,0
BLIDA,9,2020-04-01,48,342,17
BOUIRA,10,2020-04-01,1,7,0
TAMENGHASSET,11,2020-04-01,0,0,0
TEBESSA,12,2020-04-01,0,0,0
TLEMCEN,13,2020-04-01,1,13,0
TIARET,14,2020-04-01,0,0,0
TIZI OUZOU,15,2020-04-01,2,31,5
ALGER,16,2020-04-01,11,136,9
DJELFA,17,2020-04-01,3,5,0
JIJEL,18,2020-04-01,7,11,0
SETIF,19,2020-04-01,4,23,2
SAIDA,20,2020-04-01,0,0,0
SKIKDA,21,2020-04-01,4,12,0
SIDI BEL ABBES,22,2020-04-01,2,8,0
ANNABA,23,2020-04-01,0,6,0
GUELMA,24,2020-04-01,0,3,0
CONSTANTINE,25,2020-04-01,3,11,3
MEDEA,26,2020-04-01,4,21,3
MOSTAGANEM,27,2020-04-01,2,10,1
M'SILA,28,2020-04-01,0,1,0
MASCARA,29,2020-04-01,2,9,0
OUARGLA,30,2020-04-01,1,2,0
ORAN,31,2020-04-01,4,48,3
EL BAYADH,32,2020-04-01,0,0,0
ILLIZI,33,2020-04-01,0,1,0
BORDJ BOU ARRERIDJ,34,2020-04-01,0,11,2
BOUMERDES,35,2020-04-01,1,10,1
EL-TARF,36,2020-04-01,0,4,0
TINDOUF,37,2020-04-01,0,0,0
TISSEMSILT,38,2020-04-01,0,2,0
EL OUED,39,2020-04-01,9,16,2
KHENCHELA,40,2020-04-01,0,2,1
SOUK-AHRAS,41,2020-04-01,1,4,0
TIPAZA,42,2020-04-01,3,21,2
MILA,43,2020-04-01,0,0,0
AIN DEFLA,44,2020-04-01,2,15,1
NAAMA,45,2020-04-01,0,0,0
AIN-TEMOUCHENT,46,2020-04-01,3,5,1
GHARDAIA,47,2020-04-01,1,2,1
RELIZANE,48,2020-04-01,2,3,1
ADRAR,1,2020-04-02,0,3,0
CHLEF,2,2020-04-02,2,10,0
LAGHOUAT,3,2020-04-02,0,1,0
OUM EL BOUAGHI,4,2020-04-02,0,4,2
BATNA,5,2020-04-02,6,12,1
BEJAIA,6,2020-04-02,7,36,2
BISKRA,7,2020-04-02,0,2,0
BECHAR,8,2020-04-02,0,0,0
BLIDA,9,2020-04-02,43,385,22
BOUIRA,10,2020-04-02,2,9,0
TAMENGHASSET,11,2020-04-02,0,0,0
TEBESSA,12,2020-04-02,0,0,0
TLEMCEN,13,2020-04-02,3,16,0
TIARET,14,2020-04-02,1,1,1
TIZI OUZOU,15,2020-04-02,9,40,5
ALGER,16,2020-04-02,18,154,14
DJELFA,17,2020-04-02,2,7,0
JIJEL,18,2020-04-02,0,11,0
SETIF,19,2020-04-02,2,25,8
SAIDA,20,2020-04-02,0,0,0
SKIKDA,21,2020-04-02,1,13,0
SIDI BEL ABBES,22,2020-04-02,1,9,0
ANNABA,23,2020-04-02,1,7,0
GUELMA,24,2020-04-02,0,3,0
CONSTANTINE,25,2020-04-02,0,11,3
MEDEA,26,2020-04-02,1,22,7
MOSTAGANEM,27,2020-04-02,10,20,1
M'SILA,28,2020-04-02,0,1,0
MASCARA,29,2020-04-02,1,10,0
OUARGLA,30,2020-04-02,0,2,0
ORAN,31,2020-04-02,14,62,3
EL BAYADH,32,2020-04-02,0,0,0
ILLIZI,33,2020-04-02,0,1,0
BORDJ BOU ARRERIDJ,34,2020-04-02,1,12,2
BOUMERDES,35,2020-04-02,1,11,2
EL-TARF,36,2020-04-02,0,4,0
TINDOUF,37,2020-04-02,0,0,0
TISSEMSILT,38,2020-04-02,1,2,0
EL OUED,39,2020-04-02,0,16,2
KHENCHELA,40,2020-04-02,0,2,1
SOUK-AHRAS,41,2020-04-02,0,4,0
TIPAZA,42,2020-04-02,6,27,5
MILA,43,2020-04-02,0,0,0
AIN DEFLA,44,2020-04-02,5,20,2
NAAMA,45,2020-04-02,0,0,0
AIN-TEMOUCHENT,46,2020-04-02,0,5,1
GHARDAIA,47,2020-04-02,0,2,1
RELIZANE,48,2020-04-02,2,5,1
ADRAR,1,2020-04-03,0,3,0
CHLEF,2,2020-04-03,0,15,0
LAGHOUAT,3,2020-04-03,0,1,0
OUM EL BOUAGHI,4,2020-04-03,1,6,2
BATNA,5,2020-04-03,2,12,1
BEJAIA,6,2020-04-03,4,47,2
BISKRA,7,2020-04-03,0,6,1
BECHAR,8,2020-04-03,0,1,0
BLIDA,9,2020-04-03,15,432,25
BOUIRA,10,2020-04-03,0,10,0
TAMENGHASSET,11,2020-04-03,0,0,0
TEBESSA,12,2020-04-03,2,1,1
TLEMCEN,13,2020-04-03,1,31,0
TIARET,14,2020-04-03,0,1,1
TIZI OUZOU,15,2020-04-03,1,39,5
ALGER,16,2020-04-03,24,183,26
DJELFA,17,2020-04-03,3,8,1
JIJEL,18,2020-04-03,2,15,0
SETIF,19,2020-04-03,4,43,7
SAIDA,20,2020-04-03,0,0,0
SKIKDA,21,2020-04-03,0,17,0
SIDI BEL ABBES,22,2020-04-03,0,10,0
ANNABA,23,2020-04-03,1,8,0
GUELMA,24,2020-04-03,0,3,0
CONSTANTINE,25,2020-04-03,5,12,3
MEDEA,26,2020-04-03,3,22,7
MOSTAGANEM,27,2020-04-03,0,21,1
M'SILA,28,2020-04-03,0,2,1
MASCARA,29,2020-04-03,0,15,0
OUARGLA,30,2020-04-03,0,2,0
ORAN,31,2020-04-03,1,64,3
EL BAYADH,32,2020-04-03,0,0,0
ILLIZI,33,2020-04-03,0,1,0
BORDJ BOU ARRERIDJ,34,2020-04-03,4,21,3
BOUMERDES,35,2020-04-03,2,14,2
EL-TARF,36,2020-04-03,0,4,0
TINDOUF,37,2020-04-03,0,0,0
TISSEMSILT,38,2020-04-03,0,2,0
EL OUED,39,2020-04-03,0,16,3
KHENCHELA,40,2020-04-03,1,2,1
SOUK-AHRAS,41,2020-04-03,0,6,0
TIPAZA,42,2020-04-03,2,32,3
MILA,43,2020-04-03,1,0,0
AIN DEFLA,44,2020-04-03,0,28,3
NAAMA,45,2020-04-03,0,0,0
AIN-TEMOUCHENT,46,2020-04-03,1,6,1
GHARDAIA,47,2020-04-03,0,2,1
RELIZANE,48,2020-04-03,0,7,1
ADRAR,1,2020-04-04,1,3,0
CHLEF,2,2020-04-04,3,15,0
LAGHOUAT,3,2020-04-04,1,1,0
OUM EL BOUAGHI,4,2020-04-04,2,7,2
BATNA,5,2020-04-04,0,14,2
BEJAIA,6,2020-04-04,5,51,2
BISKRA,7,2020-04-04,0,6,1
BECHAR,8,2020-04-04,5,1,0
BLIDA,9,2020-04-04,9,447,34
BOUIRA,10,2020-04-04,1,10,0
TAMENGHASSET,11,2020-04-04,0,0,0
TEBESSA,12,2020-04-04,2,3,1
TLEMCEN,13,2020-04-04,3,32,2
TIARET,14,2020-04-04,0,1,1
TIZI OUZOU,15,2020-04-04,1,40,5
ALGER,16,2020-04-04,13,207,32
DJELFA,17,2020-04-04,0,11,1
JIJEL,18,2020-04-04,0,17,0
SETIF,19,2020-04-04,3,47,7
SAIDA,20,2020-04-04,0,0,0
SKIKDA,21,2020-04-04,0,17,0
SIDI BEL ABBES,22,2020-04-04,0,10,0
ANNABA,23,2020-04-04,0,9,0
GUELMA,24,2020-04-04,0,3,0
CONSTANTINE,25,2020-04-04,0,17,3
MEDEA,26,2020-04-04,1,25,8
MOSTAGANEM,27,2020-04-04,0,21,1
M'SILA,28,2020-04-04,1,2,2
MASCARA,29,2020-04-04,0,15,0
OUARGLA,30,2020-04-04,1,2,0
ORAN,31,2020-04-04,9,65,3
EL BAYADH,32,2020-04-04,0,0,0
ILLIZI,33,2020-04-04,1,1,0
BORDJ BOU ARRERIDJ,34,2020-04-04,2,25,3
BOUMERDES,35,2020-04-04,0,16,3
EL-TARF,36,2020-04-04,0,4,0
TINDOUF,37,2020-04-04,0,0,0
TISSEMSILT,38,2020-04-04,0,2,0
EL OUED,39,2020-04-04,0,16,3
KHENCHELA,40,2020-04-04,0,3,1
SOUK-AHRAS,41,2020-04-04,0,6,1
TIPAZA,42,2020-04-04,2,34,4
MILA,43,2020-04-04,0,1,0
AIN DEFLA,44,2020-04-04,0,28,4
NAAMA,45,2020-04-04,0,0,0
AIN-TEMOUCHENT,46,2020-04-04,1,7,2
GHARDAIA,47,2020-04-04,0,2,1
RELIZANE,48,2020-04-04,2,7,1
ADRAR,1,2020-04-05,0,4,1
CHLEF,2,2020-04-05,7,18,1
LAGHOUAT,3,2020-04-05,1,2,0
OUM EL BOUAGHI,4,2020-04-05,2,9,2
BATNA,5,2020-04-05,0,14,2
BEJAIA,6,2020-04-05,6,56,2
BISKRA,7,2020-04-05,3,6,1
BECHAR,8,2020-04-05,0,6,0
BLIDA,9,2020-04-05,18,456,40
BOUIRA,10,2020-04-05,0,11,0
TAMENGHASSET,11,2020-04-05,0,0,0
TEBESSA,12,2020-04-05,0,5,2
TLEMCEN,13,2020-04-05,2,35,2
TIARET,14,2020-04-05,0,1,1
TIZI OUZOU,15,2020-04-05,0,41,6
ALGER,16,2020-04-05,18,220,38
DJELFA,17,2020-04-05,3,11,1
JIJEL,18,2020-04-05,0,17,0
SETIF,19,2020-04-05,8,50,7
SAIDA,20,2020-04-05,0,0,0
SKIKDA,21,2020-04-05,2,17,0
SIDI BEL ABBES,22,2020-04-05,3,10,0
ANNABA,23,2020-04-05,2,9,1
GUELMA,24,2020-04-05,2,3,0
CONSTANTINE,25,2020-04-05,4,17,3
MEDEA,26,2020-04-05,0,26,8
MOSTAGANEM,27,2020-04-05,0,21,1
M'SILA,28,2020-04-05,1,3,2
MASCARA,29,2020-04-05,1,15,0
OUARGLA,30,2020-04-05,1,3,0
ORAN,31,2020-04-05,9,74,3
EL BAYADH,32,2020-04-05,1,0,0
ILLIZI,33,2020-04-05,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-05,1,27,5
BOUMERDES,35,2020-04-05,1,16,3
EL-TARF,36,2020-04-05,0,4,0
TINDOUF,37,2020-04-05,0,0,0
TISSEMSILT,38,2020-04-05,4,2,0
EL OUED,39,2020-04-05,0,16,3
KHENCHELA,40,2020-04-05,1,3,1
SOUK-AHRAS,41,2020-04-05,0,6,1
TIPAZA,42,2020-04-05,0,36,5
MILA,43,2020-04-05,0,1,0
AIN DEFLA,44,2020-04-05,0,28,5
NAAMA,45,2020-04-05,1,0,0
AIN-TEMOUCHENT,46,2020-04-05,1,8,2
GHARDAIA,47,2020-04-05,0,2,1
RELIZANE,48,2020-04-05,0,9,2
ADRAR,1,2020-04-06,5,4,1
CHLEF,2,2020-04-06,0,25,1
LAGHOUAT,3,2020-04-06,2,3,0
OUM EL BOUAGHI,4,2020-04-06,0,11,3
BATNA,5,2020-04-06,10,14,2
BEJAIA,6,2020-04-06,4,62,3
BISKRA,7,2020-04-06,1,9,2
BECHAR,8,2020-04-06,47,6,0
BLIDA,9,2020-04-06,1,474,42
BOUIRA,10,2020-04-06,0,11,0
TAMENGHASSET,11,2020-04-06,1,0,0
TEBESSA,12,2020-04-06,15,5,2
TLEMCEN,13,2020-04-06,0,37,2
TIARET,14,2020-04-06,0,1,1
TIZI OUZOU,15,2020-04-06,29,41,6
ALGER,16,2020-04-06,1,238,44
DJELFA,17,2020-04-06,4,14,1
JIJEL,18,2020-04-06,18,17,1
SETIF,19,2020-04-06,0,58,7
SAIDA,20,2020-04-06,4,0,0
SKIKDA,21,2020-04-06,1,19,0
SIDI BEL ABBES,22,2020-04-06,1,13,0
ANNABA,23,2020-04-06,0,11,1
GUELMA,24,2020-04-06,1,5,0
CONSTANTINE,25,2020-04-06,0,21,4
MEDEA,26,2020-04-06,1,26,8
MOSTAGANEM,27,2020-04-06,1,22,1
M'SILA,28,2020-04-06,5,4,2
MASCARA,29,2020-04-06,0,16,0
OUARGLA,30,2020-04-06,2,4,1
ORAN,31,2020-04-06,0,83,6
EL BAYADH,32,2020-04-06,0,1,0
ILLIZI,33,2020-04-06,9,2,0
BORDJ BOU ARRERIDJ,34,2020-04-06,3,28,7
BOUMERDES,35,2020-04-06,0,17,3
EL-TARF,36,2020-04-06,0,4,0
TINDOUF,37,2020-04-06,0,0,0
TISSEMSILT,38,2020-04-06,0,6,2
EL OUED,39,2020-04-06,0,16,3
KHENCHELA,40,2020-04-06,2,4,1
SOUK-AHRAS,41,2020-04-06,5,6,1
TIPAZA,42,2020-04-06,0,36,5
MILA,43,2020-04-06,8,1,0
AIN DEFLA,44,2020-04-06,0,28,5
NAAMA,45,2020-04-06,2,1,0
AIN-TEMOUCHENT,46,2020-04-06,0,8,2
GHARDAIA,47,2020-04-06,2,2,1
RELIZANE,48,2020-04-06,0,9,2
ADRAR,1,2020-04-07,0,4,1
CHLEF,2,2020-04-07,0,25,1
LAGHOUAT,3,2020-04-07,0,3,0
OUM EL BOUAGHI,4,2020-04-07,0,11,3
BATNA,5,2020-04-07,0,14,3
BEJAIA,6,2020-04-07,3,65,4
BISKRA,7,2020-04-07,0,9,2
BECHAR,8,2020-04-07,0,6,0
BLIDA,9,2020-04-07,16,490,53
BOUIRA,10,2020-04-07,0,11,0
TAMENGHASSET,11,2020-04-07,0,0,0
TEBESSA,12,2020-04-07,0,5,2
TLEMCEN,13,2020-04-07,1,38,2
TIARET,14,2020-04-07,0,1,1
TIZI OUZOU,15,2020-04-07,1,42,7
ALGER,16,2020-04-07,13,251,46
DJELFA,17,2020-04-07,2,16,1
JIJEL,18,2020-04-07,0,17,1
SETIF,19,2020-04-07,0,58,8
SAIDA,20,2020-04-07,0,0,0
SKIKDA,21,2020-04-07,1,20,0
SIDI BEL ABBES,22,2020-04-07,0,13,0
ANNABA,23,2020-04-07,0,11,1
GUELMA,24,2020-04-07,0,5,0
CONSTANTINE,25,2020-04-07,0,21,4
MEDEA,26,2020-04-07,0,26,8
MOSTAGANEM,27,2020-04-07,1,23,2
M'SILA,28,2020-04-07,0,4,2
MASCARA,29,2020-04-07,0,16,0
OUARGLA,30,2020-04-07,0,4,1
ORAN,31,2020-04-07,3,86,6
EL BAYADH,32,2020-04-07,0,1,0
ILLIZI,33,2020-04-07,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-07,2,30,8
BOUMERDES,35,2020-04-07,0,17,4
EL-TARF,36,2020-04-07,0,4,0
TINDOUF,37,2020-04-07,0,0,0
TISSEMSILT,38,2020-04-07,0,6,2
EL OUED,39,2020-04-07,0,16,3
KHENCHELA,40,2020-04-07,0,4,1
SOUK-AHRAS,41,2020-04-07,0,6,1
TIPAZA,42,2020-04-07,1,37,5
MILA,43,2020-04-07,1,2,0
AIN DEFLA,44,2020-04-07,0,28,5
NAAMA,45,2020-04-07,0,1,0
AIN-TEMOUCHENT,46,2020-04-07,0,8,2
GHARDAIA,47,2020-04-07,0,2,1
RELIZANE,48,2020-04-07,0,9,2
ADRAR,1,2020-04-08,0,4,1
CHLEF,2,2020-04-08,0,25,1
LAGHOUAT,3,2020-04-08,0,3,0
OUM EL BOUAGHI,4,2020-04-08,0,11,3
BATNA,5,2020-04-08,2,16,3
BEJAIA,6,2020-04-08,4,69,6
BISKRA,7,2020-04-08,1,10,2
BECHAR,8,2020-04-08,2,8,0
BLIDA,9,2020-04-08,4,494,58
BOUIRA,10,2020-04-08,0,11,0
TAMENGHASSET,11,2020-04-08,0,0,0
TEBESSA,12,2020-04-08,1,6,2
TLEMCEN,13,2020-04-08,0,38,2
TIARET,14,2020-04-08,2,3,1
TIZI OUZOU,15,2020-04-08,1,43,7
ALGER,16,2020-04-08,26,277,49
DJELFA,17,2020-04-08,4,20,1
JIJEL,18,2020-04-08,0,17,1
SETIF,19,2020-04-08,8,66,8
SAIDA,20,2020-04-08,0,0,0
SKIKDA,21,2020-04-08,0,20,0
SIDI BEL ABBES,22,2020-04-08,2,15,0
ANNABA,23,2020-04-08,3,14,1
GUELMA,24,2020-04-08,1,6,0
CONSTANTINE,25,2020-04-08,6,27,5
MEDEA,26,2020-04-08,0,26,8
MOSTAGANEM,27,2020-04-08,4,27,2
M'SILA,28,2020-04-08,4,8,2
MASCARA,29,2020-04-08,1,17,0
OUARGLA,30,2020-04-08,0,4,1
ORAN,31,2020-04-08,8,94,6
EL BAYADH,32,2020-04-08,0,1,0
ILLIZI,33,2020-04-08,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-08,2,32,8
BOUMERDES,35,2020-04-08,1,18,4
EL-TARF,36,2020-04-08,0,4,0
TINDOUF,37,2020-04-08,0,0,0
TISSEMSILT,38,2020-04-08,6,12,2
EL OUED,39,2020-04-08,0,16,3
KHENCHELA,40,2020-04-08,0,4,1
SOUK-AHRAS,41,2020-04-08,0,6,1
TIPAZA,42,2020-04-08,6,43,6
MILA,43,2020-04-08,0,2,0
AIN DEFLA,44,2020-04-08,4,32,5
NAAMA,45,2020-04-08,0,1,0
AIN-TEMOUCHENT,46,2020-04-08,1,9,2
GHARDAIA,47,2020-04-08,0,2,1
RELIZANE,48,2020-04-08,0,9,2
ADRAR,1,2020-04-09,0,4,1
CHLEF,2,2020-04-09,2,27,1
LAGHOUAT,3,2020-04-09,0,3,0
OUM EL BOUAGHI,4,2020-04-09,4,15,3
BATNA,5,2020-04-09,2,18,4
BEJAIA,6,2020-04-09,5,74,8
BISKRA,7,2020-04-09,0,10,2
BECHAR,8,2020-04-09,2,10,0
BLIDA,9,2020-04-09,14,508,63
BOUIRA,10,2020-04-09,1,12,0
TAMENGHASSET,11,2020-04-09,0,0,0
TEBESSA,12,2020-04-09,0,6,2
TLEMCEN,13,2020-04-09,0,38,2
TIARET,14,2020-04-09,1,4,1
TIZI OUZOU,15,2020-04-09,4,47,7
ALGER,16,2020-04-09,14,291,62
DJELFA,17,2020-04-09,1,21,1
JIJEL,18,2020-04-09,1,18,3
SETIF,19,2020-04-09,10,76,8
SAIDA,20,2020-04-09,0,0,0
SKIKDA,21,2020-04-09,1,21,0
SIDI BEL ABBES,22,2020-04-09,1,16,0
ANNABA,23,2020-04-09,0,14,2
GUELMA,24,2020-04-09,0,6,0
CONSTANTINE,25,2020-04-09,4,31,5
MEDEA,26,2020-04-09,0,26,8
MOSTAGANEM,27,2020-04-09,0,27,2
M'SILA,28,2020-04-09,0,8,3
MASCARA,29,2020-04-09,3,20,2
OUARGLA,30,2020-04-09,0,4,1
ORAN,31,2020-04-09,7,101,8
EL BAYADH,32,2020-04-09,0,1,0
ILLIZI,33,2020-04-09,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-09,0,32,8
BOUMERDES,35,2020-04-09,1,19,4
EL-TARF,36,2020-04-09,0,4,0
TINDOUF,37,2020-04-09,0,0,0
TISSEMSILT,38,2020-04-09,2,14,2
EL OUED,39,2020-04-09,0,16,4
KHENCHELA,40,2020-04-09,2,6,1
SOUK-AHRAS,41,2020-04-09,0,6,1
TIPAZA,42,2020-04-09,9,52,6
MILA,43,2020-04-09,1,3,0
AIN DEFLA,44,2020-04-09,1,33,5
NAAMA,45,2020-04-09,0,1,0
AIN-TEMOUCHENT,46,2020-04-09,1,10,2
GHARDAIA,47,2020-04-09,0,2,1
RELIZANE,48,2020-04-09,0,9,2
ADRAR,1,2020-04-10,0,4,1
CHLEF,2,2020-04-10,3,30,1
LAGHOUAT,3,2020-04-10,5,8,0
OUM EL BOUAGHI,4,2020-04-10,2,17,3
BATNA,5,2020-04-10,0,18,4
BEJAIA,6,2020-04-10,3,77,8
BISKRA,7,2020-04-10,0,10,3
BECHAR,8,2020-04-10,0,10,0
BLIDA,9,2020-04-10,21,529,69
BOUIRA,10,2020-04-10,1,13,1
TAMENGHASSET,11,2020-04-10,0,0,0
TEBESSA,12,2020-04-10,0,6,2
TLEMCEN,13,2020-04-10,0,38,2
TIARET,14,2020-04-10,0,4,1
TIZI OUZOU,15,2020-04-10,0,47,8
ALGER,16,2020-04-10,19,310,68
DJELFA,17,2020-04-10,0,21,2
JIJEL,18,2020-04-10,3,21,3
SETIF,19,2020-04-10,4,80,8
SAIDA,20,2020-04-10,1,1,0
SKIKDA,21,2020-04-10,0,21,0
SIDI BEL ABBES,22,2020-04-10,1,17,0
ANNABA,23,2020-04-10,0,14,2
GUELMA,24,2020-04-10,0,6,0
CONSTANTINE,25,2020-04-10,2,33,5
MEDEA,26,2020-04-10,0,26,8
MOSTAGANEM,27,2020-04-10,2,29,2
M'SILA,28,2020-04-10,0,8,4
MASCARA,29,2020-04-10,0,20,3
OUARGLA,30,2020-04-10,0,4,1
ORAN,31,2020-04-10,3,104,9
EL BAYADH,32,2020-04-10,0,1,0
ILLIZI,33,2020-04-10,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-10,5,37,8
BOUMERDES,35,2020-04-10,6,25,5
EL-TARF,36,2020-04-10,0,4,0
TINDOUF,37,2020-04-10,0,0,0
TISSEMSILT,38,2020-04-10,1,15,2
EL OUED,39,2020-04-10,0,16,4
KHENCHELA,40,2020-04-10,0,6,1
SOUK-AHRAS,41,2020-04-10,0,6,1
TIPAZA,42,2020-04-10,3,55,7
MILA,43,2020-04-10,0,3,0
AIN DEFLA,44,2020-04-10,7,40,5
NAAMA,45,2020-04-10,0,1,0
AIN-TEMOUCHENT,46,2020-04-10,3,13,2
GHARDAIA,47,2020-04-10,0,2,1
RELIZANE,48,2020-04-10,0,9,2
ADRAR,1,2020-04-11,0,4,1
CHLEF,2,2020-04-11,1,31,1
LAGHOUAT,3,2020-04-11,0,8,0
OUM EL BOUAGHI,4,2020-04-11,1,18,3
BATNA,5,2020-04-11,3,21,4
BEJAIA,6,2020-04-11,0,77,9
BISKRA,7,2020-04-11,0,10,3
BECHAR,8,2020-04-11,0,10,0
BLIDA,9,2020-04-11,9,538,73
BOUIRA,10,2020-04-11,0,13,1
TAMENGHASSET,11,2020-04-11,0,0,0
TEBESSA,12,2020-04-11,1,7,2
TLEMCEN,13,2020-04-11,0,38,6
TIARET,14,2020-04-11,0,4,1
TIZI OUZOU,15,2020-04-11,2,49,8
ALGER,16,2020-04-11,18,328,71
DJELFA,17,2020-04-11,5,26,2
JIJEL,18,2020-04-11,3,24,3
SETIF,19,2020-04-11,7,87,8
SAIDA,20,2020-04-11,0,1,0
SKIKDA,21,2020-04-11,1,22,0
SIDI BEL ABBES,22,2020-04-11,1,18,0
ANNABA,23,2020-04-11,0,14,2
GUELMA,24,2020-04-11,0,6,0
